,catalog_number,file_links,ids
920,330X370X18 HDS2 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_330x370x18 HDS2 V.dxf,2573994
921,330X370X18 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_330x370x18 HDS2 R.dxf,2573993
922,320X380X28 HDSA2 RD,https://mro-host.herokuapp.com/file_download/?name=skf_seals_320x380x28 HDSA2 RD.dxf,2573970
923,315X355X18 HDS1 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_315x355x18 HDS1 R.dxf,2573926
924,310X350X18 HDS2 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_310x350x18 HDS2 V.dxf,2573911
925,310X370X25 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_310x370x25 HDS2 R.dxf,2573917
926,300X350X25 HDS1 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_300x350x25 HDS1 R.dxf,2573890
927,300X340X20 HS8 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_300x340x20 HS8 R.dxf,2573880
928,300X340X18 HDS1 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_300x340x18 HDS1 V.dxf,2573870
929,300X332X16 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_300x332x16 HDS2 R.dxf,2573862
930,300X335X18 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_300x335x18 HDS2 R.dxf,2573864
931,280X310X16 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_280x310x16 HDS2 R.dxf,2573804
932,280X310X15 HS8 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_280x310x15 HS8 R.dxf,2573803
933,270X310X20 HS8 R1,https://mro-host.herokuapp.com/file_download/?name=skf_seals_270x310x20 HS8 R1.dxf,2573780
934,270X310X20 HS8 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_270x310x20 HS8 R.dxf,2573779
935,275X310X16 HDS1 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_275x310x16 HDS1 R.dxf,2573787
936,260X320X25 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_260x320x25 HDS2 R.dxf,2573762
937,260X320X25 HDS1 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_260x320x25 HDS1 V.dxf,2573761
938,240X280X16 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_240x280x16 HDS2 R.dxf,2573703
939,250X280X15 HS8 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_250x280x15 HS8 R.dxf,2573725
940,230X260X15 HS8 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_230x260x15 HS8 R.dxf,2573674
941,210X250X20 HDS1 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_210x250x20 HDS1 V.dxf,2573616
942,2050212,https://mro-host.herokuapp.com/file_download/?name=skf_seals_2050212.dxf,2573591
943,2100228,https://mro-host.herokuapp.com/file_download/?name=skf_seals_2100228.dxf,2573599
944,1950211,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1950211.dxf,2573561
945,1900566,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1900566.dxf,2573545
946,1900211,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1900211.dxf,2573538
947,1700280,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1700280.dxf,2573449
948,1650280,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1650280.dxf,2573435
949,1575210,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1575210.dxf,2573397
950,1600519,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1600519.dxf,2573409
951,1600520,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1600520.dxf,2573410
952,1500510,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1500510.dxf,2573357
953,1350520,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1350520.dxf,2573296
954,1200521,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1200521.dxf,2573211
955,1000X1050X23 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1000x1050x23 HDS2 R.dxf,2573114
956,1050211,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1050211.dxf,2573136
957,150X170X12 HMSA10 RG,https://mro-host.herokuapp.com/file_download/?name=skf_seals_150x170x12 HMSA10 RG.dxf,2573106
958,140X170X15 HMS5 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_140x170x15 HMS5 V.dxf,2573105
959,185X210X13 HMS5 RG,https://mro-host.herokuapp.com/file_download/?name=skf_seals_185x210x13 HMS5 RG.dxf,2573108
960,115X150X12 HMS5 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_115x150x12 HMS5 V.dxf,2573103
961,1000232,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1000232.dxf,2573112
962,408903,https://mro-host.herokuapp.com/file_download/?name=skf_seals_408903.dxf,2573007
963,MVR1-17,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-17.dxf,2573018
964,409004,https://mro-host.herokuapp.com/file_download/?name=skf_seals_409004.dxf,2573008
965,408004,https://mro-host.herokuapp.com/file_download/?name=skf_seals_408004.dxf,2573004
966,406703,https://mro-host.herokuapp.com/file_download/?name=skf_seals_406703.dxf,2573001
967,404753,https://mro-host.herokuapp.com/file_download/?name=skf_seals_404753.dxf,2572988
968,99875,https://mro-host.herokuapp.com/file_download/?name=skf_seals_99875.dxf,2573017
969,404053,https://mro-host.herokuapp.com/file_download/?name=skf_seals_404053.dxf,2572984
970,412603,https://mro-host.herokuapp.com/file_download/?name=skf_seals_412603.dxf,2573014
971,404252,https://mro-host.herokuapp.com/file_download/?name=skf_seals_404252.dxf,2572985
972,405453,https://mro-host.herokuapp.com/file_download/?name=skf_seals_405453.dxf,2572991
973,409504,https://mro-host.herokuapp.com/file_download/?name=skf_seals_409504.dxf,2573010
974,406504,https://mro-host.herokuapp.com/file_download/?name=skf_seals_406504.dxf,2573000
975,407203,https://mro-host.herokuapp.com/file_download/?name=skf_seals_407203.dxf,2573002
976,405506,https://mro-host.herokuapp.com/file_download/?name=skf_seals_405506.dxf,2572992
977,405853,https://mro-host.herokuapp.com/file_download/?name=skf_seals_405853.dxf,2572993
978,405053,https://mro-host.herokuapp.com/file_download/?name=skf_seals_405053.dxf,2572990
979,408403,https://mro-host.herokuapp.com/file_download/?name=skf_seals_408403.dxf,2573006
980,403803,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403803.dxf,2572979
981,403753,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403753.dxf,2572978
982,16X28X7 HMS5 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_16x28x7 HMS5 V.dxf,2378651
983,110 VS V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_110 VS V.dxf,2572969
984,403003,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403003.dxf,2572974
985,403903,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403903.dxf,2572980
986,403203,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403203.dxf,2572975
987,403453,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403453.dxf,2572977
988,100 VS V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_100 VS V.dxf,2572968
989,403303,https://mro-host.herokuapp.com/file_download/?name=skf_seals_403303.dxf,2572976
990,99872,https://mro-host.herokuapp.com/file_download/?name=skf_seals_99872.dxf,1910487
991,596415,https://mro-host.herokuapp.com/file_download/?name=skf_seals_596415.dxf,1910438
992,90952,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90952.dxf,1910377
993,90951,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90951.dxf,1910379
994,90953,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90953.dxf,1910378
995,99870,https://mro-host.herokuapp.com/file_download/?name=skf_seals_99870.dxf,1910097
996,99083,https://mro-host.herokuapp.com/file_download/?name=skf_seals_99083.dxf,1910091
997,90437,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90437.dxf,1910088
998,1900260,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1900260.dxf,1910098
999,90546,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90546.dxf,1910087
1000,77531,https://mro-host.herokuapp.com/file_download/?name=skf_seals_77531.dxf,1910077
1001,16891,https://mro-host.herokuapp.com/file_download/?name=skf_seals_16891.dxf,1910052
1002,21043,https://mro-host.herokuapp.com/file_download/?name=skf_seals_21043.dxf,1910044
1003,60012,https://mro-host.herokuapp.com/file_download/?name=skf_seals_60012.dxf,1910070
1004,20433,https://mro-host.herokuapp.com/file_download/?name=skf_seals_20433.dxf,1910060
1005,18865,https://mro-host.herokuapp.com/file_download/?name=skf_seals_18865.dxf,1910059
1006,807149,https://mro-host.herokuapp.com/file_download/?name=skf_seals_807149.dxf,1910027
1007,807115,https://mro-host.herokuapp.com/file_download/?name=skf_seals_807115.dxf,1910026
1008,25652,https://mro-host.herokuapp.com/file_download/?name=skf_seals_25652.dxf,1910020
1009,19596,https://mro-host.herokuapp.com/file_download/?name=skf_seals_19596.dxf,1910043
1010,807199,https://mro-host.herokuapp.com/file_download/?name=skf_seals_807199.dxf,1910028
1011,544167,https://mro-host.herokuapp.com/file_download/?name=skf_seals_544167.dxf,1910000
1012,90333,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90333.dxf,1909971
1013,406803,https://mro-host.herokuapp.com/file_download/?name=skf_seals_406803.dxf,1909999
1014,18866,https://mro-host.herokuapp.com/file_download/?name=skf_seals_18866.dxf,1909988
1015,16497,https://mro-host.herokuapp.com/file_download/?name=skf_seals_16497.dxf,1909986
1016,90239,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90239.dxf,1909967
1017,20866,https://mro-host.herokuapp.com/file_download/?name=skf_seals_20866.dxf,1909954
1018,90259,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90259.dxf,1909969
1019,17588,https://mro-host.herokuapp.com/file_download/?name=skf_seals_17588.dxf,1909950
1020,90272,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90272.dxf,1909970
1021,90238,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90238.dxf,1909966
1022,2200569,https://mro-host.herokuapp.com/file_download/?name=skf_seals_2200569.dxf,1909955
1023,17666,https://mro-host.herokuapp.com/file_download/?name=skf_seals_17666.dxf,1909951
1024,1450220,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1450220.dxf,1909947
1025,19579,https://mro-host.herokuapp.com/file_download/?name=skf_seals_19579.dxf,1909905
1026,17658,https://mro-host.herokuapp.com/file_download/?name=skf_seals_17658.dxf,1909903
1027,90332,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90332.dxf,1909910
1028,90292,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90292.dxf,1909887
1029,19569,https://mro-host.herokuapp.com/file_download/?name=skf_seals_19569.dxf,1909896
1030,15703,https://mro-host.herokuapp.com/file_download/?name=skf_seals_15703.dxf,1909876
1031,15662,https://mro-host.herokuapp.com/file_download/?name=skf_seals_15662.dxf,1909870
1032,534952,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534952.dxf,1909820
1033,8786,https://mro-host.herokuapp.com/file_download/?name=skf_seals_8786.dxf,1909808
1034,534956,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534956.dxf,1909823
1035,534958,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534958.dxf,1909824
1036,534953,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534953.dxf,1909821
1037,534955,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534955.dxf,1909822
1038,2650241,https://mro-host.herokuapp.com/file_download/?name=skf_seals_2650241.dxf,1909797
1039,534950,https://mro-host.herokuapp.com/file_download/?name=skf_seals_534950.dxf,1909819
1040,546966,https://mro-host.herokuapp.com/file_download/?name=skf_seals_546966.dxf,1909749
1041,22573,https://mro-host.herokuapp.com/file_download/?name=skf_seals_22573.dxf,1909793
1042,90221,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90221.dxf,1909728
1043,538266,https://mro-host.herokuapp.com/file_download/?name=skf_seals_538266.dxf,1909727
1044,90198,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90198.dxf,1909679
1045,52492,https://mro-host.herokuapp.com/file_download/?name=skf_seals_52492.dxf,1909696
1046,530546,https://mro-host.herokuapp.com/file_download/?name=skf_seals_530546.dxf,1909687
1047,10655,https://mro-host.herokuapp.com/file_download/?name=skf_seals_10655.dxf,1909667
1048,544257,https://mro-host.herokuapp.com/file_download/?name=skf_seals_544257.dxf,1909668
1049,19974,https://mro-host.herokuapp.com/file_download/?name=skf_seals_19974.dxf,1909619
1050,530484,https://mro-host.herokuapp.com/file_download/?name=skf_seals_530484.dxf,1909647
1051,2225561,https://mro-host.herokuapp.com/file_download/?name=skf_seals_2225561.dxf,1909638
1052,48689,https://mro-host.herokuapp.com/file_download/?name=skf_seals_48689.dxf,1909636
1053,85469,https://mro-host.herokuapp.com/file_download/?name=skf_seals_85469.dxf,1901888
1054,90174,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90174.dxf,1908921
1055,90146,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90146.dxf,1908915
1056,90155,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90155.dxf,1908918
1057,90163,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90163.dxf,1908920
1058,90130,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90130.dxf,1908887
1059,90042,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90042.dxf,1908880
1060,546953,https://mro-host.herokuapp.com/file_download/?name=skf_seals_546953.dxf,1908893
1061,90149,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90149.dxf,1908916
1062,90103,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90103.dxf,1908883
1063,90004,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90004.dxf,1908879
1064,90075,https://mro-host.herokuapp.com/file_download/?name=skf_seals_90075.dxf,1908882
1065,596043,https://mro-host.herokuapp.com/file_download/?name=skf_seals_596043.dxf,1908859
1066,585X620X20 HDS2 R,https://mro-host.herokuapp.com/file_download/?name=skf_seals_585x620x20 HDS2 R.dxf,1908818
1067,17907,https://mro-host.herokuapp.com/file_download/?name=skf_seals_17907.dxf,1908802
1068,1750244,https://mro-host.herokuapp.com/file_download/?name=skf_seals_1750244.dxf,1908801
1069,MVR2-100,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-100.dxf,1908770
1070,MVR2-75,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-75.dxf,1908771
1071,MVR2-35,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-35.dxf,1908745
1072,MVR2-55,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-55.dxf,1908744
1073,MVR2-80,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-80.dxf,1908740
1074,MVR2-95,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-95.dxf,1908769
1075,MVR2-60,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-60.dxf,1908737
1076,MVR2-85,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-85.dxf,1908742
1077,546770,https://mro-host.herokuapp.com/file_download/?name=skf_seals_546770.dxf,1908763
1078,MVR2-25,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-25.dxf,1908733
1079,MVR2-40,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-40.dxf,1908735
1080,MVR2-45,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-45.dxf,1908746
1081,MVR2-30,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-30.dxf,1908734
1082,20747,https://mro-host.herokuapp.com/file_download/?name=skf_seals_20747.dxf,1908755
1083,MVR2-17,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-17.dxf,1908731
1084,MVR2-90,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-90.dxf,1908738
1085,MVR2-15,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-15.dxf,1908741
1086,MVR2-20,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-20.dxf,1908732
1087,546751,https://mro-host.herokuapp.com/file_download/?name=skf_seals_546751.dxf,1908753
1088,33775,https://mro-host.herokuapp.com/file_download/?name=skf_seals_33775.dxf,1908752
1089,MVR2-65,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-65.dxf,1908743
1090,MVR2-50,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-50.dxf,1908736
1091,MVR2-70,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR2-70.dxf,1908739
1092,MVR1-90,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-90.dxf,1908728
1093,MVR1-70,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-70.dxf,1908726
1094,MVR1-60,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-60.dxf,1908725
1095,MVR1-25,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-25.dxf,1908723
1096,MVR1-20,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-20.dxf,1908722
1097,MVR1-85,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-85.dxf,1908716
1098,MVR1-105,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-105.dxf,1908718
1099,MVR1-100,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-100.dxf,1908729
1100,MVR1-75,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-75.dxf,1908715
1101,MVR1-50,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-50.dxf,1908712
1102,MVR1-12,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-12.dxf,1908719
1103,MVR1-55,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-55.dxf,1908713
1104,MVR1-10,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-10.dxf,1908709
1105,MVR1-45,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-45.dxf,1908711
1106,MVR1-80,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-80.dxf,1908727
1107,MVR1-30,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-30.dxf,1908724
1108,MVR1-65,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-65.dxf,1908714
1109,MVR1-15,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-15.dxf,1908720
1110,MVR1-40,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-40.dxf,1908710
1111,MVR1-16,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-16.dxf,1908721
1112,MVR1-95,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-95.dxf,1908717
1113,37327,https://mro-host.herokuapp.com/file_download/?name=skf_seals_37327.dxf,1908682
1114,MVR1-35,https://mro-host.herokuapp.com/file_download/?name=skf_seals_MVR1-35.dxf,1908708
1115,99866,https://mro-host.herokuapp.com/file_download/?name=skf_seals_99866.dxf,1908691
1116,13435,https://mro-host.herokuapp.com/file_download/?name=skf_seals_13435.dxf,1908677
1117,260X280X16 HMS1 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_260x280x16 HMS1 V.dxf,1908692
1118,180X210X15 HMS1 V,https://mro-host.herokuapp.com/file_download/?name=skf_seals_180x210x15 HMS1 V.dxf,1908693
